shipment_id,supplier_id,product_id,shipped_quantity,dispatch_date,expected_delivery_date,status,destination_warehouse,_ingested_at,_source_file,_pipeline_version,_fail_reason
SHP06288,S009,P038,474,2024-03-30,2024-04-06,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06289,S047,P072,279,2023-01-15,2023-01-18,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06290,S086,P027,438,2024-07-22,2024-07-26,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06291,S055,P090,472,2023-04-05,2023-04-11,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06292,S076,P096,99,2023-02-22,2023-02-27,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06293,S002,P032,453,2024-09-27,2024-10-02,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06294,S011,P093,52,2024-07-21,2024-07-26,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06295,S041,P003,416,2024-04-03,2024-04-08,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06296,S032,P015,494,2023-08-22,2023-08-25,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06297,S042,P049,429,2024-03-27,2024-03-30,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06298,S046,P015,150,2023-04-06,2023-04-11,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06299,S023,P095,163,2024-09-06,2024-09-12,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06300,S027,P051,90,2024-07-13,2024-07-19,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06301,S046,P066,391,2023-04-19,2023-04-26,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06302,S100,P052,260,2024-05-02,2024-05-07,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06303,S020,P084,176,2023-09-15,2023-09-21,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06304,S031,P070,199,2024-07-02,2024-07-08,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06305,S098,P020,470,2023-03-07,2023-03-11,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06306,S034,P054,429,2024-11-25,2024-11-29,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06307,S100,P015,212,2023-01-20,2023-01-24,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06308,S030,P089,150,2023-01-10,2023-01-13,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06309,S076,P064,55,2024-01-19,2024-01-26,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06310,S020,P069,481,2023-02-21,2023-02-24,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06311,S039,P011,292,2023-11-27,2023-12-01,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06312,S086,P044,75,2024-12-29,2025-01-04,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06313,S001,P026,396,2024-10-13,2024-10-17,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06314,S060,P044,90,2023-07-22,2023-07-29,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06315,S062,P067,226,2023-01-13,2023-01-19,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06316,S039,P028,196,2024-12-02,2024-12-09,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06317,S051,P092,445,2023-01-10,2023-01-17,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06318,S076,P022,81,2023-04-17,2023-04-21,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06319,S015,P026,152,2024-02-06,2024-02-11,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06320,S054,P043,268,2024-06-12,2024-06-18,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06321,S014,P073,88,2023-02-22,2023-02-26,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06322,S087,P030,55,2024-07-17,2024-07-21,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06323,S007,P031,76,2023-09-20,2023-09-26,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06324,S021,P040,307,2024-08-24,2024-08-30,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06325,S009,P094,156,2024-02-18,2024-02-25,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06326,S003,P069,169,2023-07-24,2023-07-27,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06327,S041,P047,224,2023-09-02,2023-09-07,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06328,S029,P097,143,2023-10-13,2023-10-20,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06329,S080,P050,64,2023-08-13,2023-08-20,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06330,S100,P049,145,2024-08-26,2024-08-30,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06331,S048,P063,292,2024-06-08,2024-06-14,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06332,S034,P065,77,2024-07-31,2024-08-07,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06333,S036,P089,447,2024-03-31,2024-04-07,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06334,S009,P098,78,2023-06-07,2023-06-13,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06335,S018,P062,258,2024-06-12,2024-06-18,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06336,S008,P098,265,2023-02-16,2023-02-22,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06337,S045,P067,365,2024-08-26,2024-08-31,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06338,S048,P043,373,2024-11-05,2024-11-11,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06339,S100,P073,316,2024-07-05,2024-07-12,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06340,S010,P041,101,2024-07-05,2024-07-08,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06341,S007,P051,252,2023-12-20,2023-12-27,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06342,S004,P006,430,2024-07-21,2024-07-26,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06343,S019,P011,151,2023-11-09,2023-11-14,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06344,S029,P062,192,2024-06-07,2024-06-13,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06345,S033,P044,325,2024-05-11,2024-05-17,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06346,S089,P001,296,2023-05-19,2023-05-22,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06347,S046,P067,437,2023-07-12,2023-07-15,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06348,S003,P036,148,2023-04-15,2023-04-22,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06349,S011,P034,447,2023-06-23,2023-06-29,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06350,S089,P083,274,2023-04-23,2023-04-29,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06351,S043,P061,462,2023-08-30,2023-09-03,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06352,S075,P082,231,2024-04-25,2024-05-02,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06353,S030,P047,125,2024-06-04,2024-06-09,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06354,S061,P080,77,2023-07-19,2023-07-26,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06355,S047,P019,106,2024-07-28,2024-08-01,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06356,S023,P001,474,2024-10-13,2024-10-18,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06357,S044,P013,375,2023-07-23,2023-07-30,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06358,S040,P043,151,2024-11-07,2024-11-11,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06359,S041,P081,403,2023-04-26,2023-04-29,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06360,S017,P078,350,2024-09-07,2024-09-10,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06361,S066,P025,142,2024-11-03,2024-11-09,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06362,S058,P091,394,2023-06-28,2023-07-03,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06363,S040,P009,93,2023-09-11,2023-09-15,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06364,S044,P070,108,2024-03-24,2024-03-30,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06365,S012,P067,213,2024-01-02,2024-01-09,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06366,S086,P010,166,2024-05-18,2024-05-24,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06367,S031,P098,131,2024-10-17,2024-10-21,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06368,S044,P076,327,2023-03-09,2023-03-13,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06369,S083,P025,122,2024-11-04,2024-11-09,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06370,S085,P057,212,2023-10-11,2023-10-14,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06371,S068,P024,160,2023-12-02,2023-12-07,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06372,S079,P072,440,2023-04-21,2023-04-26,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06373,S083,P041,155,2024-08-02,2024-08-09,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06374,S065,P041,324,2023-04-20,2023-04-23,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06375,S046,P011,429,2024-03-23,2024-03-28,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06376,S094,P061,127,2024-11-24,2024-12-01,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06377,S052,P022,259,2023-03-10,2023-03-13,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06378,S012,P049,203,2023-02-09,2023-02-16,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06379,S030,P017,187,2023-03-25,2023-03-28,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06380,S052,P021,314,2024-08-09,2024-08-12,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06381,S072,P014,250,2024-04-11,2024-04-18,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06382,S068,P060,60,2023-04-30,2023-05-03,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06383,S038,P058,168,2023-01-06,2023-01-11,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06384,S019,P035,99,2024-04-27,2024-05-02,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06385,S085,P019,270,2023-11-11,2023-11-16,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06386,S089,P074,173,2024-10-05,2024-10-12,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06387,S032,P066,157,2024-12-24,2024-12-31,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06388,S027,P010,172,2024-10-05,2024-10-08,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06389,S016,P002,113,2024-10-04,2024-10-07,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06390,S030,P086,471,2024-03-07,2024-03-12,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06391,S086,P098,193,2024-01-18,2024-01-22,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06392,S009,P029,143,2023-10-01,2023-10-06,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06393,S003,P021,371,2023-06-18,2023-06-23,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06394,S020,P057,327,2023-05-16,2023-05-22,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06395,S039,P049,380,2023-12-13,2023-12-16,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06396,S064,P016,220,2024-06-30,2024-07-07,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06397,S042,P033,156,2024-02-04,2024-02-07,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06398,S044,P076,143,2024-07-21,2024-07-24,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06399,S016,P069,50,2024-10-18,2024-10-23,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06400,S034,P028,310,2023-07-31,2023-08-06,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06401,S029,P067,288,2024-05-11,2024-05-18,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06402,S091,P019,152,2024-11-06,2024-11-11,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06403,S081,P094,424,2024-04-23,2024-04-26,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06404,S038,P048,91,2024-06-25,2024-07-01,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06405,S076,P042,255,2024-06-04,2024-06-11,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06406,S039,P082,318,2023-10-13,2023-10-18,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06407,S035,P017,55,2024-08-20,2024-08-27,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06408,S058,P050,309,2024-08-13,2024-08-18,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06409,S083,P056,129,2023-03-21,2023-03-27,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06410,S033,P034,276,2024-06-18,2024-06-24,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06411,S030,P051,245,2023-02-03,2023-02-09,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06412,S030,P091,97,2023-02-21,2023-02-27,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06413,S064,P004,293,2023-04-12,2023-04-16,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06414,S028,P009,363,2024-12-27,2025-01-02,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06415,S079,P081,323,2023-10-17,2023-10-24,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06416,S014,P087,122,2023-08-13,2023-08-20,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06417,S090,P047,474,2024-09-05,2024-09-10,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06418,S032,P013,256,2024-04-13,2024-04-18,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06419,S055,P089,143,2024-08-09,2024-08-15,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06420,S058,P086,420,2024-12-21,2024-12-27,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06421,S051,P060,379,2024-09-22,2024-09-27,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06422,S074,P066,357,2023-12-12,2023-12-18,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06423,S083,P028,411,2024-04-13,2024-04-16,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06424,S002,P020,213,2024-06-28,2024-07-04,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06425,S048,P001,484,2024-12-03,2024-12-09,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06426,S095,P090,288,2024-12-30,2025-01-06,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06427,S057,P077,218,2023-06-22,2023-06-27,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06428,S088,P063,181,2023-04-18,2023-04-24,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06429,S079,P022,274,2024-12-08,2024-12-12,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06430,S036,P056,136,2023-12-01,2023-12-04,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06431,S051,P069,193,2024-04-23,2024-04-26,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06432,S016,P081,315,2023-11-28,2023-12-04,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06433,S081,P063,410,2023-12-07,2023-12-10,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06434,S028,P091,226,2024-10-26,2024-10-30,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06435,S001,P003,170,2024-03-05,2024-03-09,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06436,S019,P039,406,2024-05-01,2024-05-04,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06437,S007,P021,448,2023-07-03,2023-07-07,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06438,S071,P035,108,2024-12-21,2024-12-24,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06439,S035,P036,236,2023-04-13,2023-04-18,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06440,S012,P023,285,2023-07-09,2023-07-14,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06441,S084,P049,473,2024-07-13,2024-07-16,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06442,S082,P050,338,2023-01-28,2023-02-02,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06443,S098,P056,170,2024-05-23,2024-05-28,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06444,S014,P035,160,2024-05-29,2024-06-01,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06445,S030,P088,145,2023-09-24,2023-09-30,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06446,S024,P017,440,2023-05-18,2023-05-25,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06447,S033,P027,77,2024-08-15,2024-08-20,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06448,S050,P027,419,2023-12-08,2023-12-13,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06449,S011,P057,134,2023-11-03,2023-11-09,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06450,S015,P036,284,2023-08-25,2023-08-28,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06451,S045,P039,452,2024-03-08,2024-03-14,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06452,S019,P031,323,2024-05-12,2024-05-19,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06453,S096,P001,359,2023-04-01,2023-04-08,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06454,S043,P025,369,2024-12-22,2024-12-25,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06455,S054,P079,173,2024-06-18,2024-06-22,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06456,S069,P058,419,2024-06-26,2024-07-03,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06457,S041,P012,395,2023-11-23,2023-11-30,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06458,S003,P067,358,2023-08-23,2023-08-29,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06459,S055,P095,338,2023-11-13,2023-11-16,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06460,S043,P046,268,2023-12-13,2023-12-18,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06461,S043,P009,119,2024-11-09,2024-11-12,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06462,S075,P032,58,2024-11-24,2024-11-28,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06463,S009,P097,198,2023-08-07,2023-08-13,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06464,S075,P019,332,2024-08-17,2024-08-23,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06465,S099,P013,207,2024-08-27,2024-08-31,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
SHP06466,S089,P100,239,2024-07-14,2024-07-19,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,
