shipment_id,supplier_id,product_id,shipped_quantity,dispatch_date,expected_delivery_date,status,destination_warehouse
SHP04516,S028,P038,251,2023-12-20,2023-12-27,DISPATCHED,WH-MUMBAI
SHP04517,S035,P026,301,2024-03-03,2024-03-07,DISPATCHED,WH-MUMBAI
SHP04518,S018,P001,300,2023-06-28,2023-07-01,DISPATCHED,WH-BANGALORE
SHP04519,S019,P020,378,2023-11-23,2023-11-29,DISPATCHED,WH-DELHI
SHP04520,S024,P034,480,2023-09-22,2023-09-28,DISPATCHED,WH-HYDERABAD
SHP04521,S086,P029,262,2024-04-20,2024-04-24,DISPATCHED,WH-HYDERABAD
SHP04522,S040,P036,401,2023-01-31,2023-02-03,DISPATCHED,WH-BANGALORE
SHP04523,S073,P099,247,2023-10-05,2023-10-10,DISPATCHED,WH-BANGALORE
SHP04524,S004,P047,144,2024-12-17,2024-12-23,DISPATCHED,WH-DELHI
SHP04525,S085,P045,279,2023-04-26,2023-05-03,DISPATCHED,WH-DELHI
SHP04526,S066,P096,179,2024-01-14,2024-01-18,DISPATCHED,WH-MUMBAI
SHP04527,S020,P068,463,2024-04-28,2024-05-04,DISPATCHED,WH-DELHI
SHP04528,S057,P038,346,2023-11-30,2023-12-04,DISPATCHED,WH-DELHI
SHP04529,S068,P092,87,2023-02-13,2023-02-17,DISPATCHED,WH-DELHI
SHP04530,S075,P096,431,2024-04-27,2024-05-03,DISPATCHED,WH-MUMBAI
SHP04531,S021,P052,274,2023-05-24,2023-05-30,DISPATCHED,WH-HYDERABAD
SHP04532,S012,P053,308,2024-11-30,2024-12-06,DISPATCHED,WH-DELHI
SHP04533,S022,P042,285,2024-02-22,2024-02-29,DISPATCHED,WH-HYDERABAD
SHP04534,S017,P074,53,2024-08-25,2024-09-01,DISPATCHED,WH-MUMBAI
SHP04535,S036,P030,374,2023-08-28,2023-09-02,DISPATCHED,WH-BANGALORE
SHP04536,S088,P010,199,2023-09-02,2023-09-06,DISPATCHED,WH-DELHI
SHP04537,S095,P049,73,2023-08-30,2023-09-03,DISPATCHED,WH-DELHI
SHP04538,S013,P095,62,2024-02-09,2024-02-15,DISPATCHED,WH-BANGALORE
SHP04539,S029,P026,449,2023-05-22,2023-05-28,DISPATCHED,WH-BANGALORE
SHP04540,S050,P001,316,2024-12-19,2024-12-24,DISPATCHED,WH-HYDERABAD
SHP04541,S055,P079,171,2023-08-16,2023-08-22,DISPATCHED,WH-HYDERABAD
SHP04542,S079,P093,323,2024-07-20,2024-07-25,DISPATCHED,WH-MUMBAI
SHP04543,S095,P003,153,2023-10-28,2023-11-02,DISPATCHED,WH-DELHI
SHP04544,S063,P087,333,2023-04-06,2023-04-13,DISPATCHED,WH-DELHI
SHP04545,S002,P012,434,2024-04-21,2024-04-28,DISPATCHED,WH-BANGALORE
SHP04546,S003,P076,236,2023-07-16,2023-07-20,DISPATCHED,WH-DELHI
SHP04547,S095,P036,235,2024-07-30,2024-08-06,DISPATCHED,WH-HYDERABAD
SHP04548,S093,P025,156,2024-07-02,2024-07-05,DISPATCHED,WH-DELHI
SHP04549,S053,P007,213,2024-01-26,2024-01-29,DISPATCHED,WH-BANGALORE
SHP04550,S074,P078,485,2024-02-22,2024-02-26,DISPATCHED,WH-DELHI
SHP04551,S026,P011,249,2023-01-15,2023-01-18,DISPATCHED,WH-BANGALORE
SHP04552,S018,P084,243,2024-12-13,2024-12-17,DISPATCHED,WH-DELHI
SHP04553,S087,P072,253,2023-02-27,2023-03-05,DISPATCHED,WH-BANGALORE
SHP04554,S032,P050,329,2024-02-15,2024-02-22,DISPATCHED,WH-BANGALORE
SHP04555,S035,P006,160,2023-05-22,2023-05-29,DISPATCHED,WH-BANGALORE
SHP04556,S039,P040,354,2023-11-10,2023-11-15,DISPATCHED,WH-BANGALORE
SHP04557,S025,P028,214,2023-09-09,2023-09-13,DISPATCHED,WH-MUMBAI
SHP04558,S083,P070,189,2024-11-05,2024-11-09,DISPATCHED,WH-BANGALORE
SHP04559,S001,P020,137,2023-12-21,2023-12-26,DISPATCHED,WH-DELHI
SHP04560,S065,P089,354,2023-04-06,2023-04-09,DISPATCHED,WH-BANGALORE
SHP04561,S015,P088,277,2024-08-17,2024-08-21,DISPATCHED,WH-BANGALORE
SHP04562,S080,P011,445,2023-03-11,2023-03-16,DISPATCHED,WH-BANGALORE
SHP04563,S020,P056,195,2024-06-14,2024-06-17,DISPATCHED,WH-MUMBAI
SHP04564,S057,P079,231,2023-11-17,2023-11-21,DISPATCHED,WH-DELHI
SHP04565,S047,P090,183,2024-05-16,2024-05-19,DISPATCHED,WH-DELHI
SHP04566,S084,P071,457,2024-07-31,2024-08-06,DISPATCHED,WH-BANGALORE
SHP04567,S002,P012,350,2024-04-08,2024-04-12,DISPATCHED,WH-DELHI
SHP04568,S072,P038,322,2024-12-04,2024-12-07,DISPATCHED,WH-MUMBAI
SHP04569,S017,P071,433,2023-07-14,2023-07-20,DISPATCHED,WH-HYDERABAD
SHP04570,S058,P017,395,2024-09-05,2024-09-08,DISPATCHED,WH-DELHI
SHP04571,S068,P033,438,2023-09-13,2023-09-17,DISPATCHED,WH-MUMBAI
SHP04572,S056,P065,125,2024-03-08,2024-03-11,DISPATCHED,WH-BANGALORE
SHP04573,S021,P001,235,2023-08-10,2023-08-13,DISPATCHED,WH-DELHI
SHP04574,S080,P039,51,2024-09-25,2024-09-28,DISPATCHED,WH-HYDERABAD
SHP04575,S050,P083,353,2024-11-02,2024-11-06,DISPATCHED,WH-HYDERABAD
SHP04576,S097,P078,287,2023-12-18,2023-12-22,DISPATCHED,WH-HYDERABAD
SHP04577,S055,P012,463,2023-03-05,2023-03-12,DISPATCHED,WH-DELHI
SHP04578,S059,P099,393,2024-09-02,2024-09-06,DISPATCHED,WH-HYDERABAD
SHP04579,S094,P009,457,2023-03-11,2023-03-16,DISPATCHED,WH-HYDERABAD
SHP04580,S016,P005,152,2023-09-28,2023-10-03,DISPATCHED,WH-HYDERABAD
SHP04581,S021,P046,357,2023-04-29,2023-05-03,DISPATCHED,WH-HYDERABAD
SHP04582,S003,P029,496,2023-06-06,2023-06-09,DISPATCHED,WH-BANGALORE
SHP04583,S011,P002,176,2024-02-20,2024-02-25,DISPATCHED,WH-HYDERABAD
SHP04584,S066,P060,257,2024-07-31,2024-08-06,DISPATCHED,WH-BANGALORE
SHP04585,S035,P083,299,2023-12-30,2024-01-06,DISPATCHED,WH-DELHI
SHP04586,S024,P015,313,2024-10-18,2024-10-21,DISPATCHED,WH-MUMBAI
SHP04587,S019,P089,435,2023-01-19,2023-01-22,DISPATCHED,WH-HYDERABAD
SHP04588,S080,P039,394,2023-11-10,2023-11-17,DISPATCHED,WH-MUMBAI
SHP04589,S075,P029,258,2023-11-10,2023-11-15,DISPATCHED,WH-DELHI
SHP04590,S094,P014,375,2024-05-28,2024-06-03,DISPATCHED,WH-MUMBAI
SHP04591,S063,P002,447,2024-11-14,2024-11-19,DISPATCHED,WH-MUMBAI
SHP04592,S073,P031,354,2024-06-16,2024-06-19,DISPATCHED,WH-MUMBAI
SHP04593,S071,P002,301,2023-01-07,2023-01-10,DISPATCHED,WH-MUMBAI
SHP04594,S085,P040,395,2023-11-05,2023-11-11,DISPATCHED,WH-DELHI
SHP04595,S028,P044,488,2023-12-02,2023-12-05,DISPATCHED,WH-HYDERABAD
SHP04596,S043,P028,74,2023-12-02,2023-12-06,DISPATCHED,WH-DELHI
SHP04597,S015,P056,342,2024-01-21,2024-01-24,DISPATCHED,WH-HYDERABAD
SHP04598,S028,P076,278,2024-12-11,2024-12-16,DISPATCHED,WH-DELHI
SHP04599,S081,P063,418,2024-05-08,2024-05-13,DISPATCHED,WH-MUMBAI
SHP04600,S025,P002,169,2023-09-28,2023-10-05,DISPATCHED,WH-DELHI
SHP04601,S098,P036,478,2023-05-22,2023-05-27,DISPATCHED,WH-MUMBAI
SHP04602,S021,P027,405,2023-10-14,2023-10-17,DISPATCHED,WH-HYDERABAD
SHP04603,S080,P063,115,2023-12-25,2024-01-01,DISPATCHED,WH-HYDERABAD
SHP04604,S042,P046,80,2023-08-31,2023-09-07,DISPATCHED,WH-HYDERABAD
SHP04605,S100,P062,253,2024-07-01,2024-07-05,DISPATCHED,WH-MUMBAI
SHP04606,S084,P044,499,2023-06-05,2023-06-10,DISPATCHED,WH-HYDERABAD
SHP04607,S085,P055,418,2024-04-10,2024-04-15,DISPATCHED,WH-BANGALORE
SHP04608,S027,P098,135,2024-11-21,2024-11-28,DISPATCHED,WH-MUMBAI
SHP04609,S017,P055,472,2023-01-24,2023-01-31,DISPATCHED,WH-BANGALORE
SHP04610,S088,P036,107,2023-01-21,2023-01-27,DISPATCHED,WH-HYDERABAD
SHP04611,S073,P067,313,2024-05-10,2024-05-14,DISPATCHED,WH-BANGALORE
SHP04612,S036,P014,190,2024-01-23,2024-01-29,DISPATCHED,WH-BANGALORE
SHP04613,S010,P029,57,2023-08-24,2023-08-29,DISPATCHED,WH-DELHI
SHP04614,S059,P071,379,2023-06-12,2023-06-17,DISPATCHED,WH-BANGALORE
SHP04615,S033,P012,206,2023-11-12,2023-11-16,DISPATCHED,WH-DELHI
SHP04616,S073,P007,445,2023-04-01,2023-04-07,DISPATCHED,WH-DELHI
SHP04617,S096,P034,478,2023-07-19,2023-07-24,DISPATCHED,WH-MUMBAI
SHP04618,S030,P065,184,2023-09-09,2023-09-14,DISPATCHED,WH-MUMBAI
SHP04619,S036,P090,280,2023-12-20,2023-12-23,DISPATCHED,WH-MUMBAI
SHP04620,S016,P087,182,2024-06-18,2024-06-25,DISPATCHED,WH-HYDERABAD
SHP04621,S090,P065,343,2023-07-27,2023-07-31,DISPATCHED,WH-MUMBAI
SHP04622,S005,P094,391,2023-02-09,2023-02-16,DISPATCHED,WH-DELHI
SHP04623,S030,P036,375,2023-06-03,2023-06-09,DISPATCHED,WH-DELHI
SHP04624,S041,P058,405,2024-09-04,2024-09-08,DISPATCHED,WH-HYDERABAD
SHP04625,S065,P027,224,2024-01-08,2024-01-14,DISPATCHED,WH-HYDERABAD
SHP04626,S039,P007,319,2023-07-29,2023-08-02,DISPATCHED,WH-DELHI
SHP04627,S034,P054,120,2024-01-23,2024-01-28,DISPATCHED,WH-BANGALORE
SHP04628,S036,P024,58,2024-08-10,2024-08-15,DISPATCHED,WH-BANGALORE
SHP04629,S037,P074,332,2024-06-20,2024-06-23,DISPATCHED,WH-MUMBAI
SHP04630,S078,P078,395,2023-10-30,2023-11-06,DISPATCHED,WH-DELHI
SHP04631,S020,P089,205,2023-05-30,2023-06-05,DISPATCHED,WH-MUMBAI
SHP04632,S022,P086,280,2024-09-10,2024-09-15,DISPATCHED,WH-BANGALORE
SHP04633,S060,P084,85,2024-08-30,2024-09-06,DISPATCHED,WH-DELHI
SHP04634,S045,P090,263,2023-05-16,2023-05-23,DISPATCHED,WH-HYDERABAD
SHP04635,S006,P055,193,2024-12-07,2024-12-13,DISPATCHED,WH-HYDERABAD
SHP04636,S085,P068,178,2023-12-01,2023-12-05,DISPATCHED,WH-DELHI
SHP04637,S030,P094,288,2023-05-02,2023-05-08,DISPATCHED,WH-HYDERABAD
SHP04638,S059,P053,270,2023-01-30,2023-02-02,DISPATCHED,WH-DELHI
SHP04639,S077,P010,287,2023-06-26,2023-07-01,DISPATCHED,WH-DELHI
SHP04640,S065,P072,201,2024-01-26,2024-01-31,DISPATCHED,WH-HYDERABAD
SHP04641,S051,P003,284,2024-01-31,2024-02-03,DISPATCHED,WH-DELHI
SHP04642,S022,P019,331,2024-09-16,2024-09-20,DISPATCHED,WH-BANGALORE
SHP04643,S010,P067,291,2024-02-11,2024-02-17,DISPATCHED,WH-MUMBAI
SHP04644,S043,P039,252,2024-04-14,2024-04-19,DISPATCHED,WH-HYDERABAD
SHP04645,S032,P096,176,2023-08-10,2023-08-13,DISPATCHED,WH-DELHI
SHP04646,S076,P072,253,2023-06-01,2023-06-07,DISPATCHED,WH-MUMBAI
SHP04647,S031,P091,271,2023-08-02,2023-08-06,DISPATCHED,WH-MUMBAI
SHP04648,S077,P042,229,2024-11-08,2024-11-13,DISPATCHED,WH-DELHI
SHP04649,S049,P050,84,2024-12-17,2024-12-20,DISPATCHED,WH-BANGALORE
SHP04650,S053,P024,295,2023-09-15,2023-09-20,DISPATCHED,WH-HYDERABAD
SHP04651,S056,P071,472,2023-08-09,2023-08-12,DISPATCHED,WH-BANGALORE
SHP04652,S049,P074,431,2024-11-27,2024-12-01,DISPATCHED,WH-BANGALORE
SHP04653,S035,P030,272,2024-05-07,2024-05-11,DISPATCHED,WH-MUMBAI
SHP04654,S048,P043,66,2023-06-20,2023-06-26,DISPATCHED,WH-MUMBAI
SHP04655,S049,P093,448,2023-06-05,2023-06-10,DISPATCHED,WH-BANGALORE
SHP04656,S067,P023,262,2024-08-18,2024-08-21,DISPATCHED,WH-HYDERABAD
SHP04657,S028,P022,487,2024-10-16,2024-10-22,DISPATCHED,WH-MUMBAI
SHP04658,S099,P067,109,2023-04-04,2023-04-09,DISPATCHED,WH-DELHI
SHP04659,S041,P087,431,2023-09-14,2023-09-18,DISPATCHED,WH-DELHI
SHP04660,S007,P039,156,2024-06-15,2024-06-22,DISPATCHED,WH-MUMBAI
SHP04661,S097,P099,166,2023-06-30,2023-07-06,DISPATCHED,WH-DELHI
SHP04662,S068,P043,152,2023-04-12,2023-04-15,DISPATCHED,WH-MUMBAI
SHP04663,S090,P037,64,2024-01-02,2024-01-09,DISPATCHED,WH-HYDERABAD
SHP04664,S054,P011,266,2023-03-11,2023-03-17,DISPATCHED,WH-HYDERABAD
SHP04665,S039,P062,362,2024-09-26,2024-09-30,DISPATCHED,WH-HYDERABAD
SHP04666,S028,P073,121,2023-01-11,2023-01-18,DISPATCHED,WH-MUMBAI
SHP04667,S062,P037,249,2024-05-08,2024-05-15,DISPATCHED,WH-MUMBAI
SHP04668,S002,P087,375,2024-06-02,2024-06-07,DISPATCHED,WH-HYDERABAD
SHP04669,S077,P032,414,2023-09-16,2023-09-23,DISPATCHED,WH-BANGALORE
SHP04670,S098,P038,463,2023-04-02,2023-04-06,DISPATCHED,WH-MUMBAI
SHP04671,S047,P006,442,2023-07-21,2023-07-28,DISPATCHED,WH-MUMBAI
SHP04672,S065,P028,312,2024-01-26,2024-01-29,DISPATCHED,WH-MUMBAI
SHP04673,S058,P037,283,2024-09-15,2024-09-18,DISPATCHED,WH-MUMBAI
SHP04674,S009,P056,300,2024-10-06,2024-10-10,DISPATCHED,WH-DELHI
SHP04675,S085,P024,122,2024-08-13,2024-08-17,DISPATCHED,WH-DELHI
SHP04676,S073,P052,57,2023-11-01,2023-11-08,DISPATCHED,WH-DELHI
SHP04677,S058,P100,473,2024-07-27,2024-08-03,DISPATCHED,WH-BANGALORE
SHP04678,S092,P098,177,2023-07-08,2023-07-15,DISPATCHED,WH-DELHI
SHP04679,S068,P026,257,2023-02-03,2023-02-10,DISPATCHED,WH-HYDERABAD
SHP04680,S061,P079,79,2023-04-09,2023-04-14,DISPATCHED,WH-HYDERABAD
SHP04681,S046,P083,380,2023-05-29,2023-06-03,DISPATCHED,WH-HYDERABAD
SHP04682,S027,P001,114,2024-09-02,2024-09-06,DISPATCHED,WH-BANGALORE
SHP04683,S079,P025,233,2023-10-01,2023-10-05,DISPATCHED,WH-DELHI
SHP04684,S067,P082,249,2023-01-09,2023-01-12,DISPATCHED,WH-HYDERABAD
SHP04685,S052,P005,170,2024-09-03,2024-09-08,DISPATCHED,WH-BANGALORE
SHP04686,S005,P073,450,2023-05-05,2023-05-11,DISPATCHED,WH-HYDERABAD
SHP04687,S005,P029,419,2024-07-12,2024-07-17,DISPATCHED,WH-HYDERABAD
SHP04688,S062,P042,136,2024-08-28,2024-08-31,DISPATCHED,WH-BANGALORE
SHP04689,S081,P038,95,2023-07-16,2023-07-21,DISPATCHED,WH-BANGALORE
SHP04690,S015,P088,61,2024-07-28,2024-08-03,DISPATCHED,WH-DELHI
SHP04691,S042,P052,129,2023-07-01,2023-07-06,DISPATCHED,WH-DELHI
SHP04692,S090,P096,472,2023-05-18,2023-05-22,DISPATCHED,WH-HYDERABAD
SHP04693,S058,P039,334,2024-10-13,2024-10-16,DISPATCHED,WH-DELHI
SHP04694,S028,P087,431,2024-09-12,2024-09-15,DISPATCHED,WH-BANGALORE
SHP04695,S022,P067,318,2024-08-10,2024-08-13,DISPATCHED,WH-MUMBAI
SHP04696,S010,P064,332,2024-09-09,2024-09-15,DISPATCHED,WH-BANGALORE
SHP04697,S010,P072,491,2024-12-02,2024-12-05,DISPATCHED,WH-HYDERABAD
SHP04698,S025,P066,283,2024-01-05,2024-01-08,DISPATCHED,WH-BANGALORE
SHP04699,S058,P084,292,2024-03-20,2024-03-26,DISPATCHED,WH-MUMBAI
SHP04700,S035,P099,294,2024-02-02,2024-02-05,DISPATCHED,WH-HYDERABAD
SHP04701,S015,P034,167,2023-05-13,2023-05-18,DISPATCHED,WH-BANGALORE
SHP04702,S100,P089,441,2023-01-31,2023-02-07,DISPATCHED,WH-BANGALORE
SHP04703,S094,P030,416,2023-04-10,2023-04-16,DISPATCHED,WH-DELHI
SHP04704,S008,P001,361,2023-01-10,2023-01-16,DISPATCHED,WH-MUMBAI
SHP04705,S050,P043,380,2024-10-04,2024-10-09,DISPATCHED,WH-MUMBAI
SHP04706,S055,P033,150,2024-12-11,2024-12-18,DISPATCHED,WH-BANGALORE
SHP04707,S064,P013,483,2023-03-24,2023-03-28,DISPATCHED,WH-BANGALORE
SHP04708,S068,P006,456,2024-10-24,2024-10-28,DISPATCHED,WH-HYDERABAD
SHP04709,S037,P036,106,2023-08-12,2023-08-16,DISPATCHED,WH-HYDERABAD
SHP04710,S001,P010,247,2024-10-30,2024-11-03,DISPATCHED,WH-MUMBAI
SHP04711,S042,P050,269,2024-11-03,2024-11-06,DISPATCHED,WH-MUMBAI
SHP04712,S006,P089,457,2023-05-02,2023-05-09,DISPATCHED,WH-MUMBAI
SHP04713,S045,P069,139,2024-03-06,2024-03-12,DISPATCHED,WH-BANGALORE
SHP04714,S044,P087,86,2023-03-29,2023-04-03,DISPATCHED,WH-MUMBAI
SHP04715,S078,P030,307,2024-04-16,2024-04-21,DISPATCHED,WH-HYDERABAD
SHP04716,S072,P085,73,2024-05-19,2024-05-24,DISPATCHED,WH-MUMBAI
SHP04717,S071,P007,192,2024-07-03,2024-07-09,DISPATCHED,WH-MUMBAI
SHP04718,S065,P074,229,2023-09-19,2023-09-24,DISPATCHED,WH-HYDERABAD
SHP04719,S037,P059,53,2024-08-03,2024-08-10,DISPATCHED,WH-BANGALORE
SHP04720,S025,P054,84,2023-12-29,2024-01-03,DISPATCHED,WH-MUMBAI
SHP04721,S061,P090,56,2024-07-13,2024-07-19,DISPATCHED,WH-MUMBAI
SHP04722,S062,P006,314,2024-09-14,2024-09-21,DISPATCHED,WH-DELHI
SHP04723,S064,P006,299,2023-08-10,2023-08-13,DISPATCHED,WH-HYDERABAD
SHP04724,S021,P093,358,2024-02-28,2024-03-03,DISPATCHED,WH-DELHI
SHP04725,S022,P022,76,2023-05-04,2023-05-11,DISPATCHED,WH-DELHI
SHP04726,S037,P059,262,2024-12-14,2024-12-17,DISPATCHED,WH-MUMBAI
SHP04727,S025,P079,133,2024-11-09,2024-11-12,DISPATCHED,WH-HYDERABAD
SHP04728,S085,P015,168,2023-09-06,2023-09-11,DISPATCHED,WH-HYDERABAD
SHP04729,S032,P035,267,2024-06-11,2024-06-15,DISPATCHED,WH-HYDERABAD
SHP04730,S049,P030,215,2023-07-17,2023-07-21,DISPATCHED,WH-DELHI
SHP04731,S019,P048,498,2023-09-06,2023-09-13,DISPATCHED,WH-BANGALORE
SHP04732,S021,P066,421,2024-09-19,2024-09-24,DISPATCHED,WH-BANGALORE
SHP04733,S071,P092,430,2024-04-24,2024-04-27,DISPATCHED,WH-MUMBAI
SHP04734,S015,P099,78,2023-06-21,2023-06-28,DISPATCHED,WH-BANGALORE
SHP04735,S037,P011,470,2024-10-13,2024-10-19,DISPATCHED,WH-HYDERABAD
SHP04736,S005,P081,238,2023-11-17,2023-11-21,DISPATCHED,WH-DELHI
SHP04737,S082,P090,64,2023-10-25,2023-10-28,DISPATCHED,WH-BANGALORE
SHP04738,S058,P090,202,2024-01-15,2024-01-21,DISPATCHED,WH-MUMBAI
SHP04739,S044,P052,327,2024-02-13,2024-02-16,DISPATCHED,WH-HYDERABAD
SHP04740,S048,P001,247,2024-07-19,2024-07-22,DISPATCHED,WH-DELHI
SHP04741,S004,P054,303,2024-04-26,2024-04-30,DISPATCHED,WH-MUMBAI
SHP04742,S062,P086,69,2023-02-02,2023-02-08,DISPATCHED,WH-MUMBAI
SHP04743,S041,P066,399,2023-10-10,2023-10-15,DISPATCHED,WH-BANGALORE
SHP04744,S084,P042,441,2023-06-15,2023-06-19,DISPATCHED,WH-HYDERABAD
SHP04745,S048,P037,203,2024-03-06,2024-03-12,DISPATCHED,WH-MUMBAI
SHP04746,S040,P060,428,2024-11-10,2024-11-17,DISPATCHED,WH-BANGALORE
SHP04747,S004,P082,136,2023-09-21,2023-09-27,DISPATCHED,WH-HYDERABAD
SHP04748,S008,P091,478,2024-12-11,2024-12-14,DISPATCHED,WH-BANGALORE
SHP04749,S098,P031,219,2023-12-25,2024-01-01,DISPATCHED,WH-DELHI
SHP04750,S079,P064,325,2024-06-02,2024-06-08,DISPATCHED,WH-BANGALORE
SHP04751,S003,P022,413,2023-07-16,2023-07-21,DISPATCHED,WH-DELHI
SHP04752,S029,P079,373,2024-05-17,2024-05-20,DISPATCHED,WH-HYDERABAD
SHP04753,S018,P045,234,2024-04-03,2024-04-10,DISPATCHED,WH-DELHI
SHP04754,S003,P066,164,2023-11-11,2023-11-17,DISPATCHED,WH-DELHI
SHP04755,S067,P059,354,2024-11-12,2024-11-16,DISPATCHED,WH-HYDERABAD
SHP04756,S075,P067,210,2024-08-13,2024-08-17,DISPATCHED,WH-MUMBAI
SHP04757,S009,P010,367,2023-10-30,2023-11-03,DISPATCHED,WH-MUMBAI
SHP04758,S010,P009,288,2023-09-23,2023-09-27,DISPATCHED,WH-HYDERABAD
SHP04759,S075,P098,111,2023-09-03,2023-09-07,DISPATCHED,WH-DELHI
SHP04760,S054,P062,375,2023-10-31,2023-11-07,DISPATCHED,WH-MUMBAI
SHP04761,S040,P098,113,2024-10-10,2024-10-17,DISPATCHED,WH-DELHI
SHP04762,S071,P084,371,2023-05-26,2023-05-31,DISPATCHED,WH-BANGALORE
SHP04763,S071,P007,205,2023-12-22,2023-12-25,DISPATCHED,WH-BANGALORE
SHP04764,S075,P037,224,2024-08-16,2024-08-20,DISPATCHED,WH-MUMBAI
SHP04765,S051,P091,85,2024-01-22,2024-01-27,DISPATCHED,WH-HYDERABAD
SHP04766,S044,P060,397,2023-04-13,2023-04-18,DISPATCHED,WH-DELHI
SHP04767,S047,P100,395,2023-04-08,2023-04-13,DISPATCHED,WH-HYDERABAD
SHP04768,S022,P059,259,2023-07-02,2023-07-09,DISPATCHED,WH-BANGALORE
SHP04769,S027,P032,406,2023-03-30,2023-04-03,DISPATCHED,WH-MUMBAI
SHP04770,S018,P036,474,2024-07-02,2024-07-09,DISPATCHED,WH-MUMBAI
SHP04771,S082,P023,336,2023-03-29,2023-04-03,DISPATCHED,WH-MUMBAI
SHP04772,S065,P026,230,2024-10-13,2024-10-16,DISPATCHED,WH-BANGALORE
SHP04773,S009,P058,137,2024-03-09,2024-03-13,DISPATCHED,WH-DELHI
SHP04774,S038,P031,334,2024-07-08,2024-07-13,DISPATCHED,WH-DELHI
SHP04775,S079,P092,120,2024-10-13,2024-10-20,DISPATCHED,WH-BANGALORE
SHP04776,S020,P063,51,2024-08-11,2024-08-14,DISPATCHED,WH-HYDERABAD
SHP04777,S064,P078,229,2023-11-26,2023-12-03,DISPATCHED,WH-DELHI
SHP04778,S036,P049,158,2024-10-27,2024-11-01,DISPATCHED,WH-DELHI
SHP04779,S002,P016,342,2024-06-18,2024-06-25,DISPATCHED,WH-MUMBAI
SHP04780,S070,P027,433,2024-07-29,2024-08-02,DISPATCHED,WH-MUMBAI
SHP04781,S089,P071,117,2024-01-27,2024-02-01,DISPATCHED,WH-MUMBAI
SHP04782,S097,P037,334,2023-06-05,2023-06-10,DISPATCHED,WH-BANGALORE
SHP04783,S078,P051,492,2024-11-11,2024-11-17,DISPATCHED,WH-DELHI
SHP04784,S093,P066,235,2024-01-11,2024-01-17,DISPATCHED,WH-DELHI
SHP04785,S070,P035,423,2024-09-15,2024-09-20,DISPATCHED,WH-MUMBAI
SHP04786,S098,P015,323,2024-08-12,2024-08-18,DISPATCHED,WH-HYDERABAD
SHP04787,S040,P005,365,2024-08-22,2024-08-29,DISPATCHED,WH-DELHI
SHP04788,S040,P080,299,2024-09-08,2024-09-12,DISPATCHED,WH-HYDERABAD
SHP04789,S018,P005,194,2023-02-27,2023-03-03,DISPATCHED,WH-BANGALORE
SHP04790,S004,P005,390,2023-09-03,2023-09-10,DISPATCHED,WH-HYDERABAD
SHP04791,S097,P080,203,2023-05-31,2023-06-07,DISPATCHED,WH-MUMBAI
SHP04792,S053,P014,375,2024-04-01,2024-04-06,DISPATCHED,WH-HYDERABAD
SHP04793,S051,P054,489,2024-01-27,2024-02-01,DISPATCHED,WH-BANGALORE
SHP04794,S029,P075,282,2024-05-15,2024-05-19,DISPATCHED,WH-HYDERABAD
SHP04795,S071,P010,113,2024-10-18,2024-10-25,DISPATCHED,WH-BANGALORE
SHP04796,S020,P092,58,2023-06-22,2023-06-27,DISPATCHED,WH-BANGALORE
SHP04797,S027,P040,148,2023-03-31,2023-04-07,DISPATCHED,WH-BANGALORE
SHP04798,S051,P050,307,2023-10-04,2023-10-07,DISPATCHED,WH-BANGALORE
SHP04799,S076,P011,266,2024-07-14,2024-07-20,DISPATCHED,WH-DELHI
SHP04800,S083,P088,141,2023-02-17,2023-02-20,DISPATCHED,WH-DELHI
SHP04801,S055,P056,449,2024-07-22,2024-07-27,DISPATCHED,WH-HYDERABAD
SHP04802,S022,P004,436,2024-04-12,2024-04-17,DISPATCHED,WH-DELHI
SHP04803,S008,P009,66,2024-06-24,2024-06-30,DISPATCHED,WH-MUMBAI
SHP04804,S077,P018,260,2024-04-03,2024-04-06,DISPATCHED,WH-DELHI
SHP04805,S070,P020,297,2024-12-26,2025-01-02,DISPATCHED,WH-HYDERABAD
SHP04806,S019,P082,144,2023-11-14,2023-11-21,DISPATCHED,WH-HYDERABAD
SHP04807,S085,P018,53,2023-08-17,2023-08-23,DISPATCHED,WH-BANGALORE
SHP04808,S014,P053,492,2024-09-18,2024-09-25,DISPATCHED,WH-MUMBAI
SHP04809,S016,P025,319,2024-11-26,2024-12-02,DISPATCHED,WH-BANGALORE
SHP04810,S019,P097,498,2024-02-26,2024-03-03,DISPATCHED,WH-MUMBAI
SHP04811,S002,P083,313,2024-02-08,2024-02-11,DISPATCHED,WH-DELHI
SHP04812,S034,P098,456,2023-11-11,2023-11-14,DISPATCHED,WH-MUMBAI
SHP04813,S035,P008,203,2024-11-11,2024-11-18,DISPATCHED,WH-MUMBAI
SHP04814,S028,P068,490,2023-11-20,2023-11-24,DISPATCHED,WH-BANGALORE
SHP04815,S046,P016,250,2024-04-18,2024-04-25,DISPATCHED,WH-BANGALORE
SHP04816,S006,P067,264,2024-01-23,2024-01-26,DISPATCHED,WH-BANGALORE
SHP04817,S031,P055,499,2024-05-01,2024-05-05,DISPATCHED,WH-MUMBAI
SHP04818,S011,P052,244,2023-04-08,2023-04-11,DISPATCHED,WH-MUMBAI
SHP04819,S081,P043,208,2024-09-02,2024-09-09,DISPATCHED,WH-HYDERABAD
SHP04820,S080,P022,247,2023-05-16,2023-05-23,DISPATCHED,WH-HYDERABAD
