shipment_id,supplier_id,product_id_x,shipped_quantity,dispatch_date,expected_delivery_date,status_x,destination_warehouse,_ingested_at_x,_source_file_x,_pipeline_version_x,_fail_reason_x,receipt_id,product_id_y,received_quantity,actual_receipt_date,warehouse_id,status_y,_ingested_at_y,_source_file_y,_pipeline_version_y,_fail_reason_y,delay_days
SHP04705,S050,P043,380,2024-10-04,2024-10-09,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP04705,P043,380,2024-10-13,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP04707,S064,P013,483,2023-03-24,2023-03-28,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP04707,P013,483,2023-04-02,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,5
SHP04708,S068,P006,456,2024-10-24,2024-10-28,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP04708,P006,456,2024-11-01,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP04710,S001,P010,247,2024-10-30,2024-11-03,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP04710,P010,247,2024-11-08,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,5
SHP04711,S042,P050,269,2024-11-03,2024-11-06,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP04711,P050,269,2024-11-11,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,5
SHP04726,S037,P059,262,2024-12-14,2024-12-17,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP04726,P059,262,2024-12-23,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,6
SHP04727,S025,P079,133,2024-11-09,2024-11-12,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP04727,P079,133,2024-11-16,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP04729,S032,P035,267,2024-06-11,2024-06-15,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP04729,P035,267,2024-06-19,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP04732,S021,P066,421,2024-09-19,2024-09-24,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP04732,P066,421,2024-09-28,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP04736,S005,P081,238,2023-11-17,2023-11-21,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP04736,P081,238,2023-11-26,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,5
SHP04737,S082,P090,64,2023-10-25,2023-10-28,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP04737,P090,64,2023-11-01,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP04739,S044,P052,327,2024-02-13,2024-02-16,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP04739,P052,327,2024-02-21,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,5
SHP04740,S048,P001,247,2024-07-19,2024-07-22,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP04740,P001,247,2024-07-27,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,5
SHP04744,S084,P042,441,2023-06-15,2023-06-19,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP04744,P042,441,2023-06-24,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,5
SHP04752,S029,P079,373,2024-05-17,2024-05-20,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP04752,P079,373,2024-05-24,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP04759,S075,P098,111,2023-09-03,2023-09-07,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP04759,P098,111,2023-09-12,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,5
SHP04763,S071,P007,205,2023-12-22,2023-12-25,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP04763,P007,205,2023-12-29,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP04772,S065,P026,230,2024-10-13,2024-10-16,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP04772,P026,230,2024-10-21,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,5
SHP04773,S009,P058,137,2024-03-09,2024-03-13,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP04773,P058,137,2024-03-18,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,5
SHP04774,S038,P031,334,2024-07-08,2024-07-13,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP04774,P031,334,2024-07-17,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP04776,S020,P063,51,2024-08-11,2024-08-14,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP04776,P063,51,2024-08-20,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,6
SHP04778,S036,P049,158,2024-10-27,2024-11-01,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP04778,P049,158,2024-11-05,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP04785,S070,P035,423,2024-09-15,2024-09-20,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP04785,P035,423,2024-09-24,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP04789,S018,P005,194,2023-02-27,2023-03-03,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP04789,P005,194,2023-03-07,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP04792,S053,P014,375,2024-04-01,2024-04-06,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP04792,P014,375,2024-04-10,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP04793,S051,P054,489,2024-01-27,2024-02-01,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP04793,P054,489,2024-02-05,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP04800,S083,P088,141,2023-02-17,2023-02-20,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP04800,P088,141,2023-02-25,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,5
SHP04804,S077,P018,260,2024-04-03,2024-04-06,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP04804,P018,260,2024-04-11,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,5
SHP04811,S002,P083,313,2024-02-08,2024-02-11,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP04811,P083,313,2024-02-15,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP04814,S028,P068,490,2023-11-20,2023-11-24,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP04814,P068,490,2023-11-28,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP04816,S006,P067,264,2024-01-23,2024-01-26,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP04816,P067,264,2024-01-30,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP04817,S031,P055,499,2024-05-01,2024-05-05,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP04817,P055,499,2024-05-09,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP04818,S011,P052,244,2023-04-08,2023-04-11,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP04818,P052,244,2023-04-17,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,6
SHP04826,S027,P021,311,2024-07-14,2024-07-18,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP04826,P021,311,2024-07-23,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,5
SHP04835,S002,P096,158,2023-08-19,2023-08-24,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP04835,P096,158,2023-08-28,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP04838,S075,P083,244,2024-11-27,2024-12-02,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP04838,P083,244,2024-12-06,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP04839,S050,P098,474,2024-08-18,2024-08-21,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP04839,P098,474,2024-08-25,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP04840,S003,P068,456,2023-06-21,2023-06-26,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP04840,P068,456,2023-06-30,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP04850,S023,P040,473,2024-11-13,2024-11-17,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP04850,P040,473,2024-11-22,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,5
SHP04852,S091,P083,51,2023-03-11,2023-03-14,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP04852,P083,51,2023-03-20,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,6
SHP04855,S065,P042,158,2023-11-26,2023-12-01,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP04855,P042,158,2023-12-05,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP04861,S034,P085,451,2024-03-16,2024-03-19,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP04861,P085,451,2024-03-24,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,5
SHP04880,S003,P061,282,2024-08-17,2024-08-21,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP04880,P061,282,2024-08-25,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP04886,S059,P025,150,2023-05-16,2023-05-21,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP04886,P025,150,2023-05-25,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP04892,S029,P050,318,2024-12-28,2025-01-01,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP04892,P050,318,2025-01-05,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP04893,S015,P055,485,2024-09-20,2024-09-24,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP04893,P055,485,2024-09-28,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP04897,S034,P079,53,2024-03-05,2024-03-08,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP04897,P079,53,2024-03-13,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,5
SHP04900,S043,P049,225,2024-04-17,2024-04-21,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP04900,P049,225,2024-04-26,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,5
SHP04921,S069,P093,245,2023-09-29,2023-10-02,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP04921,P093,245,2023-10-07,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,5
SHP04928,S099,P072,161,2023-01-04,2023-01-09,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP04928,P072,161,2023-01-13,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP04934,S039,P016,484,2024-07-22,2024-07-26,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP04934,P016,484,2024-07-31,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,5
SHP04936,S018,P051,260,2023-06-18,2023-06-22,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP04936,P051,260,2023-06-27,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,5
SHP04937,S066,P025,433,2023-01-13,2023-01-16,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP04937,P025,433,2023-01-21,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,5
SHP04947,S056,P009,161,2024-11-19,2024-11-22,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP04947,P009,161,2024-11-27,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,5
SHP04951,S013,P075,377,2023-05-12,2023-05-17,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP04951,P075,377,2023-05-21,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP04976,S028,P088,165,2023-11-17,2023-11-20,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP04976,P088,165,2023-11-24,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP04977,S067,P030,143,2024-11-09,2024-11-13,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP04977,P030,143,2024-11-17,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP04978,S016,P026,125,2023-07-29,2023-08-01,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP04978,P026,125,2023-08-05,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP04979,S024,P056,275,2024-09-11,2024-09-14,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP04979,P056,275,2024-09-19,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,5
SHP04980,S087,P089,397,2023-01-12,2023-01-16,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP04980,P089,397,2023-01-20,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP04983,S050,P074,406,2024-04-17,2024-04-20,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP04983,P074,406,2024-04-25,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,5
SHP05002,S003,P035,489,2023-11-08,2023-11-12,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP05002,P035,489,2023-11-17,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,5
SHP05037,S023,P048,326,2023-12-03,2023-12-08,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP05037,P048,326,2023-12-12,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP05040,S080,P035,172,2023-04-28,2023-05-02,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP05040,P035,172,2023-05-07,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,5
SHP05060,S073,P001,263,2024-10-08,2024-10-12,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP05060,P001,263,2024-10-17,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,5
SHP05061,S029,P071,87,2023-10-07,2023-10-10,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP05061,P071,87,2023-10-15,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,5
SHP05064,S007,P001,207,2024-01-04,2024-01-09,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP05064,P001,207,2024-01-13,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP05069,S065,P057,95,2024-09-13,2024-09-16,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP05069,P057,95,2024-09-21,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,5
SHP05079,S059,P044,164,2024-04-18,2024-04-23,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP05079,P044,164,2024-04-27,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP05107,S082,P021,274,2024-11-23,2024-11-27,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP05107,P021,274,2024-12-02,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,5
SHP05108,S056,P062,436,2024-04-29,2024-05-03,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP05108,P062,436,2024-05-07,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP05111,S042,P042,412,2023-10-09,2023-10-13,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP05111,P042,412,2023-10-17,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP05115,S030,P045,60,2023-03-23,2023-03-28,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP05115,P045,60,2023-04-01,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP05117,S054,P012,106,2023-08-29,2023-09-01,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP05117,P012,106,2023-09-06,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,5
SHP05118,S051,P060,385,2024-06-03,2024-06-06,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP05118,P060,385,2024-06-12,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,6
SHP05137,S077,P036,168,2023-02-28,2023-03-04,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP05137,P036,168,2023-03-08,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP05139,S060,P035,278,2024-12-08,2024-12-12,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP05139,P035,278,2024-12-17,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,5
SHP05147,S021,P051,346,2024-10-18,2024-10-21,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP05147,P051,346,2024-10-26,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,5
SHP05148,S022,P025,474,2024-01-12,2024-01-16,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP05148,P025,474,2024-01-21,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,5
SHP05151,S064,P090,259,2023-12-07,2023-12-11,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP05151,P090,259,2023-12-15,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP05156,S030,P023,284,2024-10-18,2024-10-21,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP05156,P023,284,2024-10-26,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,5
SHP05174,S054,P062,204,2024-08-09,2024-08-12,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP05174,P062,204,2024-08-17,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,5
SHP05181,S089,P054,197,2023-09-26,2023-09-29,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP05181,P054,197,2023-10-03,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP05186,S099,P082,334,2023-05-29,2023-06-01,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP05186,P082,334,2023-06-06,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,5
SHP05187,S036,P080,318,2023-06-01,2023-06-05,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP05187,P080,318,2023-06-10,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,5
SHP05193,S085,P042,241,2024-04-22,2024-04-25,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP05193,P042,241,2024-05-01,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,6
SHP05199,S034,P082,74,2023-08-14,2023-08-19,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP05199,P082,74,2023-08-23,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP05215,S078,P094,396,2023-03-01,2023-03-05,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP05215,P094,396,2023-03-10,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,5
SHP05217,S079,P005,143,2023-06-06,2023-06-09,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP05217,P005,143,2023-06-15,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,6
SHP05218,S056,P096,377,2024-06-06,2024-06-10,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP05218,P096,377,2024-06-15,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,5
SHP05221,S067,P040,439,2023-07-06,2023-07-09,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP05221,P040,439,2023-07-14,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,5
SHP05223,S025,P021,370,2024-10-03,2024-10-07,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP05223,P021,370,2024-10-12,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,5
SHP05229,S062,P065,356,2023-12-22,2023-12-26,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP05229,P065,356,2023-12-30,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP05234,S013,P037,458,2024-05-23,2024-05-26,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP05234,P037,458,2024-06-01,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,6
